Слово,Семантическая роль,Полная семантическая разметка
Валерия,адресат,t:hum;r:propn;t:persn
Валерия,аудитория,t:hum;r:propn;t:persn
Тодоровского,агенс,t:hum;r:propn;t:famn
Тодоровского,аудитория,t:hum;r:propn;t:famn
Любовник,агенс,der:v;t:hum;r:concr
Любовник,аудитория,der:v;t:hum;r:concr
камерное,адресат,t:place;dt:room;r:rel;der:s
Сергей,агенс,t:hum;r:propn;t:persn
Сергей,адресат,t:hum;r:propn;t:persn
Сергей,аудитория,t:hum;r:propn;t:persn
Гармаш,агенс,t:hum;r:propn;t:famn
Гармаш,аудитория,t:hum;r:propn;t:famn
Олег,агенс,t:hum;r:propn;t:persn
Олег,адресат,t:hum;r:propn;t:persn
Олег,аудитория,t:hum;r:propn;t:persn
Янковский,агенс,t:hum;r:propn;t:famn
Янковский,аудитория,t:hum;r:propn;t:famn
любви,агенс,r:propn;t:persn;t:psych:emot;r:abstr;t:hum
любви,адресат,r:propn;t:persn;t:psych:emot;r:abstr;t:hum
любви,аудитория,r:propn;t:persn;t:psych:emot;r:abstr;t:hum
мужчин,агенс,t:hum;r:concr;der:s
мужчин,аудитория,t:hum;r:concr;der:s
женщине,агенс,t:hum;r:concr
женщине,аудитория,t:hum;r:concr
Женщина,агенс,t:hum;r:concr
Женщина,аудитория,t:hum;r:concr
Мужчины,агенс,t:hum;r:concr;der:s
Мужчины,аудитория,t:hum;r:concr;der:s
Янковский,агенс,t:hum;r:propn;t:famn
Янковский,аудитория,t:hum;r:propn;t:famn
Гармаш,агенс,t:hum;r:propn;t:famn
Гармаш,аудитория,t:hum;r:propn;t:famn
любовника,агенс,der:v;t:hum;r:concr
любовника,аудитория,der:v;t:hum;r:concr
старику,агенс,t:hum;r:concr;der:a
старику,аудитория,t:hum;r:concr;der:a
Станиславскому,агенс,t:hum;r:propn;t:famn
Станиславскому,аудитория,t:hum;r:propn;t:famn
Сергея,агенс,t:hum;r:propn;t:persn
Сергея,адресат,t:hum;r:propn;t:persn
Сергея,аудитория,t:hum;r:propn;t:persn
Гармаша,агенс,t:hum;r:propn;t:famn
Гармаша,аудитория,t:hum;r:propn;t:famn
майора,агенс,t:hum;t:armpos;r:concr
майора,аудитория,t:hum;t:armpos;r:concr
Короткова,агенс,t:hum;r:propn;t:famn
Короткова,аудитория,t:hum;r:propn;t:famn
Каменская,агенс,t:hum;r:propn;t:famn
Каменская,аудитория,t:hum;r:propn;t:famn
театралы,агенс,t:hum;r:concr;der:s
театралы,аудитория,t:hum;r:concr;der:s
Абдрашитова,агенс,t:hum;r:propn;t:famn
Абдрашитова,аудитория,t:hum;r:propn;t:famn
Соловьева,агенс,t:hum;r:propn;t:famn
Соловьева,аудитория,t:hum;r:propn;t:famn
Современнике,агенс,t:hum;r:concr;der:s
Современнике,аудитория,t:hum;r:concr;der:s
Любовник,агенс,der:v;t:hum;r:concr
Любовник,аудитория,der:v;t:hum;r:concr
новый,аспект,t:time;r:qual
сегодня,аспект,der:comp;t:time
Любовник,агенс,der:v;t:hum;r:concr
Любовник,аудитория,der:v;t:hum;r:concr
где,адресат,t:place;r:rel
Чонкин,агенс,t:hum;r:propn;t:famn
Чонкин,аудитория,t:hum;r:propn;t:famn
дням,аспект,pc:day;r:abstr;pt:part;t:time
Любовником,агенс,der:v;t:hum;r:concr
Любовником,аудитория,der:v;t:hum;r:concr
раньше,аспект,dt:time;ev:neg;der:a;t:time
Время,аспект,r:abstr;t:param;t:time
танцора,агенс,der:v;t:hum;r:concr;d:nag;t:prof
танцора,аудитория,der:v;t:hum;r:concr;d:nag;t:prof
Вадима,агенс,t:hum;r:propn;t:persn
Вадима,адресат,t:hum;r:propn;t:persn
Вадима,аудитория,t:hum;r:propn;t:persn
Абдрашитова,агенс,t:hum;r:propn;t:famn
Абдрашитова,аудитория,t:hum;r:propn;t:famn
Сергея,агенс,t:hum;r:propn;t:persn
Сергея,адресат,t:hum;r:propn;t:persn
Сергея,аудитория,t:hum;r:propn;t:persn
Соловьева,агенс,t:hum;r:propn;t:famn
Соловьева,аудитория,t:hum;r:propn;t:famn
давно,аспект,t:time
белая,атрибут,t:physq:color;r:qual
там,адресат,t:place;r:dem
Соловьев,агенс,t:hum;r:propn;t:famn
Соловьев,аудитория,t:hum;r:propn;t:famn
космонавта,агенс,der:comp;t:hum;r:concr;t:prof
космонавта,аудитория,der:comp;t:hum;r:concr;t:prof
Мосфильма,агенс,der:comp;der:abbr;r:propn;t:org
Мосфильма,адресат,der:comp;der:abbr;r:propn;t:org
Соловьев,агенс,t:hum;r:propn;t:famn
Соловьев,аудитория,t:hum;r:propn;t:famn
Любовник,агенс,der:v;t:hum;r:concr
Любовник,аудитория,der:v;t:hum;r:concr
давно,аспект,t:time
Янковским,агенс,t:hum;r:propn;t:famn
Янковским,аудитория,t:hum;r:propn;t:famn
Тодоровским,агенс,t:hum;r:propn;t:famn
Тодоровским,аудитория,t:hum;r:propn;t:famn
Янковским,агенс,t:hum;r:propn;t:famn
Янковским,аудитория,t:hum;r:propn;t:famn
Тодоровским,агенс,t:hum;r:propn;t:famn
Тодоровским,аудитория,t:hum;r:propn;t:famn
давно,аспект,t:time
продюсер,агенс,t:hum;r:concr;t:prof
продюсер,аудитория,t:hum;r:concr;t:prof
Каменская,агенс,t:hum;r:propn;t:famn
Каменская,аудитория,t:hum;r:propn;t:famn
Тодоровский,агенс,t:hum;r:propn;t:famn
Тодоровский,аудитория,t:hum;r:propn;t:famn
партнёром,агенс,t:hum;r:concr
партнёром,аудитория,t:hum;r:concr
Янковского,агенс,t:hum;r:propn;t:famn
Янковского,аудитория,t:hum;r:propn;t:famn
Андрея,агенс,t:hum;r:propn;t:persn
Андрея,адресат,t:hum;r:propn;t:persn
Андрея,аудитория,t:hum;r:propn;t:persn
Панина,агенс,t:hum;r:propn;t:famn
Панина,аудитория,t:hum;r:propn;t:famn
актёров,агенс,t:hum;r:concr;t:prof
актёров,аудитория,t:hum;r:concr;t:prof
Отряд,агенс,pt:set;sc:hum;r:concr;t:org;sc:tool:transp
Отряд,адресат,pt:set;sc:hum;r:concr;t:org;sc:tool:transp
сейчас,аспект,der:comp;t:time
давно,аспект,t:time
Шахназарову,агенс,t:hum;r:propn;t:famn
Шахназарову,аудитория,t:hum;r:propn;t:famn
Саша,агенс,d:dimb;t:hum;r:propn;t:persn
Саша,адресат,d:dimb;t:hum;r:propn;t:persn
Саша,аудитория,d:dimb;t:hum;r:propn;t:persn
Баширов,агенс,t:hum;r:propn;t:famn
Баширов,аудитория,t:hum;r:propn;t:famn
сейчас,аспект,der:comp;t:time
институт,агенс,r:concr;t:org
институт,адресат,r:concr;t:org
Янковского,агенс,t:hum;r:propn;t:famn
Янковского,аудитория,t:hum;r:propn;t:famn
Мити,агенс,d:dimb;t:hum;r:propn;t:persn
Мити,адресат,d:dimb;t:hum;r:propn;t:persn
Мити,аудитория,d:dimb;t:hum;r:propn;t:persn
Янковского,агенс,t:hum;r:propn;t:famn
Янковского,аудитория,t:hum;r:propn;t:famn
Иван,агенс,t:hum;r:propn;t:persn
Иван,адресат,t:hum;r:propn;t:persn
Иван,аудитория,t:hum;r:propn;t:persn
героев,агенс,t:hum;ev:posit;r:concr
героев,аудитория,t:hum;ev:posit;r:concr
Ивана,агенс,t:hum;r:propn;t:persn
Ивана,адресат,t:hum;r:propn;t:persn
Ивана,аудитория,t:hum;r:propn;t:persn
Митю,агенс,d:dimb;t:hum;r:propn;t:persn
Митю,адресат,d:dimb;t:hum;r:propn;t:persn
Митю,аудитория,d:dimb;t:hum;r:propn;t:persn
Любовь,агенс,r:propn;t:persn;t:psych:emot;r:abstr;t:hum
Любовь,адресат,r:propn;t:persn;t:psych:emot;r:abstr;t:hum
Любовь,аудитория,r:propn;t:persn;t:psych:emot;r:abstr;t:hum
женщине,агенс,t:hum;r:concr
женщине,аудитория,t:hum;r:concr
теперь,аспект,t:time;r:dem
человек,агенс,t:hum;r:concr
человек,аудитория,t:hum;r:concr
человека,агенс,t:hum;r:concr
человека,аудитория,t:hum;r:concr
никогда,аспект,der:advpro;r:neg;t:time
женщине,агенс,t:hum;r:concr
женщине,аудитория,t:hum;r:concr
никогда,аспект,der:advpro;r:neg;t:time
Актёры,агенс,t:hum;r:concr;t:prof
Актёры,аудитория,t:hum;r:concr;t:prof
Моссовета,агенс,der:comp;der:abbr;r:propn;t:org
Моссовета,адресат,der:comp;der:abbr;r:propn;t:org
Институте,агенс,r:concr;t:org
Институте,адресат,r:concr;t:org
актриса,агенс,t:hum;d:fem;r:concr;der:s;t:prof
актриса,аудитория,t:hum;d:fem;r:concr;der:s;t:prof
директора,агенс,t:hum;r:concr;d:nag
директора,аудитория,t:hum;r:concr;d:nag
день,аспект,pc:day;r:abstr;pt:part;t:time
навсегда,аспект,der:advpro;t:time
порой,аспект,t:space;r:abstr;t:time;pc:partb;r:concr;top:hole
никогда,аспект,der:advpro;r:neg;t:time
любовников,агенс,der:v;t:hum;r:concr
любовников,аудитория,der:v;t:hum;r:concr
всегда,аспект,r:spec;t:time
когда,аспект,r:rel;t:time
зэков,агенс,der:comp;t:hum;r:concr;der:abbr
зэков,аудитория,der:comp;t:hum;r:concr;der:abbr
стрелка,агенс,der:v;t:hum;r:concr;d:nag;t:prof
стрелка,аудитория,der:v;t:hum;r:concr;d:nag;t:prof
мент,агенс,t:hum;r:concr
мент,аудитория,t:hum;r:concr
Юрия,агенс,t:hum;r:propn;t:persn
Юрия,адресат,t:hum;r:propn;t:persn
Юрия,аудитория,t:hum;r:propn;t:persn
Никулина,агенс,t:hum;r:propn;t:famn
Никулина,аудитория,t:hum;r:propn;t:famn
Петра,агенс,t:hum;r:propn;t:persn
Петра,адресат,t:hum;r:propn;t:persn
Петра,аудитория,t:hum;r:propn;t:persn
Алейникова,агенс,t:hum;r:propn;t:famn
Алейникова,аудитория,t:hum;r:propn;t:famn
Алейников,агенс,t:hum;r:propn;t:famn
Алейников,аудитория,t:hum;r:propn;t:famn
актёр,агенс,t:hum;r:concr;t:prof
актёр,аудитория,t:hum;r:concr;t:prof
подпольщиков,агенс,t:hum;r:concr;der:s
подпольщиков,аудитория,t:hum;r:concr;der:s
артистами,агенс,t:hum;r:concr;t:prof
артистами,аудитория,t:hum;r:concr;t:prof
потом,аспект,t:time
Моргунов,агенс,t:hum;r:propn;t:famn
Моргунов,аудитория,t:hum;r:propn;t:famn
предателя,агенс,der:v;t:hum;r:concr;d:nag
предателя,аудитория,der:v;t:hum;r:concr;d:nag
пленницы,агенс,t:hum;d:fem;r:concr;der:s
пленницы,аудитория,t:hum;d:fem;r:concr;der:s
врача,агенс,t:hum;r:concr
врача,аудитория,t:hum;r:concr
Когда-то,аспект,der:advpro;r:indet;t:time
Дни,аспект,pc:day;r:abstr;pt:part;t:time
хирурга,агенс,t:hum;r:concr;der:s
хирурга,аудитория,t:hum;r:concr;der:s
Мишкина,агенс,t:hum;r:propn;t:famn
Мишкина,аудитория,t:hum;r:propn;t:famn
Олегом,агенс,t:hum;r:propn;t:persn
Олегом,адресат,t:hum;r:propn;t:persn
Олегом,аудитория,t:hum;r:propn;t:persn
Ефремовым,агенс,t:hum;r:propn;t:famn
Ефремовым,аудитория,t:hum;r:propn;t:famn
время,аспект,r:abstr;t:param;t:time
доктором,агенс,t:hum;r:concr
доктором,аудитория,t:hum;r:concr
Потом,аспект,t:time
люди,агенс,t:hum;r:concr
люди,аудитория,t:hum;r:concr
персонажи,агенс,t:hum;r:concr
персонажи,аудитория,t:hum;r:concr
там,адресат,t:place;r:dem
Гамлета,агенс,t:hum;r:propn;t:persn
Гамлета,адресат,t:hum;r:propn;t:persn
Гамлета,аудитория,t:hum;r:propn;t:persn
иногда,аспект,r:spec;t:time
Фромм,агенс,t:hum;r:propn;t:famn
Фромм,аудитория,t:hum;r:propn;t:famn
любовь,агенс,r:propn;t:persn;t:psych:emot;r:abstr;t:hum
любовь,адресат,r:propn;t:persn;t:psych:emot;r:abstr;t:hum
любовь,аудитория,r:propn;t:persn;t:psych:emot;r:abstr;t:hum
герой,агенс,t:hum;ev:posit;r:concr
герой,аудитория,t:hum;ev:posit;r:concr
Любовнике,агенс,der:v;t:hum;r:concr
Любовнике,аудитория,der:v;t:hum;r:concr
любви,агенс,r:propn;t:persn;t:psych:emot;r:abstr;t:hum
любви,адресат,r:propn;t:persn;t:psych:emot;r:abstr;t:hum
любви,аудитория,r:propn;t:persn;t:psych:emot;r:abstr;t:hum
женщине,агенс,t:hum;r:concr
женщине,аудитория,t:hum;r:concr
Любовь,агенс,r:propn;t:persn;t:psych:emot;r:abstr;t:hum
Любовь,адресат,r:propn;t:persn;t:psych:emot;r:abstr;t:hum
Любовь,аудитория,r:propn;t:persn;t:psych:emot;r:abstr;t:hum
любовь,агенс,r:propn;t:persn;t:psych:emot;r:abstr;t:hum
любовь,адресат,r:propn;t:persn;t:psych:emot;r:abstr;t:hum
любовь,аудитория,r:propn;t:persn;t:psych:emot;r:abstr;t:hum
Ивана,агенс,t:hum;r:propn;t:persn
Ивана,адресат,t:hum;r:propn;t:persn
Ивана,аудитория,t:hum;r:propn;t:persn
любви,агенс,r:propn;t:persn;t:psych:emot;r:abstr;t:hum
любви,адресат,r:propn;t:persn;t:psych:emot;r:abstr;t:hum
любви,аудитория,r:propn;t:persn;t:psych:emot;r:abstr;t:hum
возлюбленной,агенс,der:subst;der:a;der:v;d:fem;t:hum;r:concr
возлюбленной,аудитория,der:subst;der:a;der:v;d:fem;t:hum;r:concr
профессору,агенс,t:hum;r:concr
профессору,аудитория,t:hum;r:concr
светлую,атрибут,t:physq:color;r:qual
любимую,агенс,der:v;t:hum;r:concr;der:subst
любимую,аудитория,der:v;t:hum;r:concr;der:subst
человеком,агенс,t:hum;r:concr
человеком,аудитория,t:hum;r:concr
Сергей,агенс,t:hum;r:propn;t:persn
Сергей,адресат,t:hum;r:propn;t:persn
Сергей,аудитория,t:hum;r:propn;t:persn
женщинам,агенс,t:hum;r:concr
женщинам,аудитория,t:hum;r:concr
дамой,агенс,t:hum;r:concr
дамой,аудитория,t:hum;r:concr
любви,агенс,r:propn;t:persn;t:psych:emot;r:abstr;t:hum
любви,адресат,r:propn;t:persn;t:psych:emot;r:abstr;t:hum
любви,аудитория,r:propn;t:persn;t:psych:emot;r:abstr;t:hum
